발생년,발생년월일시,발생분,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_1당,당사자종별_2당_대분류,당사자종별_2당,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2017,2017080104,52,야간,화,1,1,0,0,0,인천,남동구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,929553,1941255,126.7033472,37.4678278
2017,2017080106,30,주간,화,1,2,0,1,0,경기,광주시,차대사람,보도통행중,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,954679,1928046,126.9882828,37.35034322
2017,2017080107,25,주간,화,1,1,0,0,0,충남,청양군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,없음,없음,950116,1823242,126.9436595,36.40538663
2017,2017080108,30,주간,화,1,3,2,0,0,경북,포항시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,없음,없음,1166104,1784701,129.3439367,36.04502991
2017,2017080111,15,주간,화,1,2,0,1,0,대구,북구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,화물차,화물차,1099115,1770820,128.5987136,35.92903412
2017,2017080115,35,주간,화,1,1,0,0,0,경기,파주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,승합차,보행자,보행자,936167,1974249,126.7752554,37.76567562
2017,2017080117,17,주간,화,1,1,0,0,0,서울,구로구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,승합차,보행자,보행자,942717,1944514,126.8519494,37.49811138
2017,2017080117,20,주간,화,1,4,0,3,0,강원,원주시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,승용차,승용차,1043262,1927206,127.9884209,37.3428701
2017,2017080117,30,주간,화,1,1,0,0,0,전남,진도군,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,880235,1599295,126.1978396,34.38087576
2017,2017080120,50,야간,화,1,2,0,1,0,경기,평택시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,958381,1890896,127.0321505,37.01565219
2017,2017080206,40,주간,수,1,1,0,0,0,서울,성동구,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,자전거,자전거,승용차,승용차,961490,1949945,127.0640393,37.54803715
2017,2017080216,10,주간,수,1,1,0,0,0,전북,남원시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,화물차,화물차,990193,1712682,127.3919525,35.40984052
2017,2017080217,24,주간,수,1,4,0,0,3,대전,대덕구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,992865,1821814,127.4204371,36.39378208
2017,2017080220,5,야간,수,1,1,0,0,0,충북,괴산군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1026117,1848424,127.7921313,36.63334405
2017,2017080221,25,야간,수,1,1,0,0,0,대구,중구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1099722,1763144,128.6044796,35.85977766
2017,2017080303,30,야간,목,1,1,0,0,0,서울,영등포구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,945380,1947444,126.8818569,37.52468126
2017,2017080307,15,주간,목,1,1,0,0,0,충남,예산군,차대사람,기타,기타,운전자법규위반,과속,단일로,터널안,승용차,승용차,보행자,보행자,942661,1854249,126.8582142,36.68448473
2017,2017080311,19,주간,목,1,1,0,0,0,전남,강진군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,승용차,승용차,924774,1634008,126.6785346,34.69773799
2017,2017080311,55,주간,목,1,15,2,12,0,전남,신안군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,승합차,승합차,879470,1677147,126.1778633,35.08223483
2017,2017080312,10,주간,목,1,1,0,0,0,경북,구미시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1082555,1791155,128.4172876,36.1138888
2017,2017080314,0,주간,목,1,1,0,0,0,경기,과천시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,이륜차,이륜차,955673,1938120,126.9989014,37.44119304
2017,2017080315,0,주간,목,1,1,0,0,0,경기,광명시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,944534,1942216,126.8726775,37.47751015
2017,2017080317,30,주간,목,1,2,1,0,0,부산,강서구,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,화물차,승용차,승용차,1129628,1689628,128.9238676,35.19361335
2017,2017080318,37,야간,목,1,1,0,0,0,전북,익산시,차량단독,전복,전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,951346,1789697,126.959464,36.10303631
2017,2017080320,50,야간,목,1,1,0,0,0,강원,강릉시,차대사람,횡단중,횡단중,운전자법규위반,과속,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1122679,1972932,128.8920986,37.74790642
2017,2017080405,20,야간,금,1,1,0,0,0,경기,가평군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,교량위,승용차,승용차,농기계,농기계,998572,1959113,127.4838159,37.63147688
2017,2017080406,43,주간,금,1,1,0,0,0,경남,밀양시,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,화물차,화물차,원동기장치자전거,원동기장치자전거,1111638,1709690,128.7290349,35.37663495
2017,2017080407,10,주간,금,1,7,2,4,0,전남,보성군,차대차,추돌,추돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,화물차,화물차,화물차,화물차,968179,1642287,127.1522348,34.77459472
2017,2017080408,0,주간,금,1,1,0,0,0,대구,서구,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,1094088,1766057,128.5424333,35.88659469
2017,2017080409,30,주간,금,1,1,0,0,0,전남,고흥군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,980092,1623900,127.2828619,34.60908609
2017,2017080411,32,주간,금,1,1,0,0,0,충남,보령시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,915246,1817225,126.5554595,36.34870389
2017,2017080411,10,주간,금,1,1,0,0,0,경기,안산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,940877,1924683,126.8327218,37.31925475
2017,2017080413,23,주간,금,1,1,0,0,0,경남,거창군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1040011,1741783,127.9421092,35.67144591
2017,2017080418,47,야간,금,1,1,0,0,0,전남,완도군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,없음,없음,913456,1571902,126.5614887,34.13674894
2017,2017080418,40,야간,금,1,1,0,0,0,전남,여수시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,농기계,농기계,1006594,1635883,127.5720149,34.71732002
2017,2017080420,18,야간,금,1,1,0,0,0,경기,용인시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,963750,1924940,127.0908522,37.32274541
2017,2017080422,15,야간,금,1,3,1,1,0,전남,장성군,차대차,측면충돌,측면충돌,운전자법규위반,안전거리 미확보,단일로,기타단일로,승합차,승합차,승합차,승합차,936623,1717842,126.8015932,35.45437085
2017,2017080423,10,야간,금,1,1,0,0,0,부산,북구,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,자전거,자전거,승용차,승용차,1136537,1691500,129.0000347,35.20957541
2017,2017080500,30,야간,토,1,2,1,0,0,충남,아산시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,959828,1869140,127.049571,36.81960063
2017,2017080500,50,야간,토,1,1,0,0,0,경기,양주시,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,960179,1980145,127.0475478,37.82017717
2017,2017080501,55,야간,토,1,1,0,0,0,대전,대덕구,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,993320,1820919,127.4255185,36.38571661
2017,2017080503,20,야간,토,1,1,0,0,0,대전,동구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,995020,1816652,127.4447128,36.34673908
2017,2017080507,55,주간,토,1,2,0,1,0,전남,광양시,차대차,측면충돌,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,화물차,화물차,1021927,1659688,127.7400922,34.93177049
2017,2017080510,40,주간,토,1,1,0,0,0,전남,보성군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,없음,없음,957048,1645764,127.0304118,34.80554014
2017,2017080510,20,주간,토,1,2,0,1,0,경남,거제시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,1102153,1655229,128.6179006,34.88665806
2017,2017080510,1,주간,토,1,1,0,0,0,전북,전주시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,건설기계,건설기계,자전거,자전거,964859,1761682,127.1108288,35.85104274
2017,2017080511,10,주간,토,1,1,0,0,0,충남,부여군,차량단독,전도전복,전도전복,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승용차,승용차,없음,없음,954031,1809322,126.9881425,36.28009233
2017,2017080511,20,주간,토,1,1,0,0,0,강원,춘천시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,기타,기타,자전거,자전거,없음,없음,1020414,1985758,127.7321079,37.87140808
2017,2017080512,0,주간,토,1,2,1,0,0,전북,익산시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,953052,1769206,126.9796321,35.91838259
2017,2017080515,56,주간,토,1,1,0,0,0,인천,연수구,차대차,측면충돌,측면충돌,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,자전거,자전거,화물차,화물차,924103,1932166,126.6426564,37.38547921
2017,2017080518,11,야간,토,1,1,0,0,0,경기,이천시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,승용차,승용차,995367,1920246,127.4477368,37.28112967
2017,2017080520,0,야간,토,1,1,0,0,0,경북,포항시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전거리 미확보,단일로,기타단일로,승용차,승용차,보행자,보행자,1157870,1790027,129.2536351,36.09439651
2017,2017080520,32,야간,토,1,1,0,0,0,강원,평창군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1080316,1933498,128.4071965,37.39715655
2017,2017080521,3,야간,토,1,1,0,0,0,강원,영월군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,1087704,1910137,128.4879339,37.18554918
2017,2017080523,50,야간,토,1,1,0,0,0,경남,창녕군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,1089146,1711098,128.4816083,35.39159372
2017,2017080523,48,야간,토,1,6,2,3,0,충남,당진시,차대차,추돌,추돌,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,승용차,승용차,922598,1873691,126.6316986,36.85830794
2017,2017080600,15,야간,일,1,1,0,0,0,광주,서구,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,자전거,자전거,승용차,승용차,941700,1680849,126.8601676,35.12113617
2017,2017080604,0,야간,일,1,1,0,0,0,서울,노원구,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,터널안,이륜차,이륜차,없음,없음,964881,1964326,127.1017362,37.67779256
2017,2017080607,25,주간,일,1,1,0,0,0,경북,경산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1122993,1766246,128.8626391,35.88509236
2017,2017080609,28,주간,일,1,1,0,0,0,강원,철원군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,승용차,승용차,980175,2028473,127.2734048,38.25639992
2017,2017080610,40,주간,일,1,1,0,0,0,경북,김천시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,이륜차,이륜차,1046867,1767125,128.0193475,35.89962479
2017,2017080610,30,주간,일,1,1,0,0,0,충북,청주시,차대차,측면충돌,측면충돌,운전자법규위반,과속,교차로,교차로내,승용차,승용차,이륜차,이륜차,1000087,1839245,127.5009721,36.55095306
2017,2017080610,11,주간,일,1,2,1,0,0,강원,횡성군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1039459,1941675,127.9492941,37.48648849
2017,2017080611,20,주간,일,1,1,0,0,0,인천,옹진군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,없음,없음,901046,1949132,126.3799628,37.53620203
2017,2017080614,55,주간,일,1,1,0,0,0,경북,경주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1150585,1768296,129.1686129,35.89971128
2017,2017080615,30,주간,일,1,1,0,0,0,대구,동구,차대차,측면충돌,측면충돌,운전자법규위반,부당한 회전,교차로,교차로횡단보도내,자전거,자전거,승용차,승용차,1102846,1767339,128.6396153,35.89726978
2017,2017080619,30,야간,일,1,1,0,0,0,경남,창원시(통합),차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,1103097,1694812,128.6331509,35.24342648
2017,2017080622,11,야간,일,1,1,0,0,0,인천,서구,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,없음,없음,927677,1947043,126.6815652,37.51984871
2017,2017080623,15,야간,일,1,1,0,0,0,서울,강서구,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,자전거,자전거,939548,1950147,126.8156368,37.54867943
2017,2017080701,53,야간,월,1,1,0,0,0,울산,동구,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1174326,1725636,129.422305,35.51134777
2017,2017080703,30,야간,월,1,2,0,1,0,충남,아산시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,958601,1881432,127.0351427,36.93035178
2017,2017080705,48,야간,월,1,1,0,0,0,대구,북구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1100857,1770075,128.6179263,35.92214017
2017,2017080706,24,주간,월,1,1,0,0,0,경남,창원시(통합),차대차,측면충돌,측면충돌,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,자전거,자전거,1105317,1686795,128.6565214,35.17092001
2017,2017080708,45,주간,월,1,1,0,0,0,충남,아산시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,원동기장치자전거,원동기장치자전거,농기계,농기계,954858,1880620,126.9931635,36.92286034
2017,2017080710,46,주간,월,1,1,0,0,0,경기,시흥시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,940790,1932741,126.8310957,37.39187815
2017,2017080713,48,주간,월,1,1,0,0,0,충남,홍성군,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,농기계,농기계,918331,1844328,126.5869752,36.59327952
2017,2017080714,50,주간,월,1,1,0,0,0,경기,화성시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,939601,1901741,126.8201795,37.1123858
2017,2017080714,45,주간,월,1,1,0,0,0,경기,안성시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,990989,1897201,127.3986281,37.07336658
2017,2017080715,30,주간,월,1,1,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,1096993,1693366,128.5659012,35.23099956
2017,2017080720,20,야간,월,1,1,0,0,0,충북,충주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,원동기장치자전거,보행자,보행자,1042478,1878647,127.9768164,36.90519908
2017,2017080721,25,야간,월,1,1,0,0,0,경기,화성시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,939499,1913108,126.8181117,37.21483613
2017,2017080800,26,야간,화,1,1,0,0,0,부산,동래구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1144302,1692714,129.0855393,35.21942924
2017,2017080805,45,야간,화,1,1,0,0,0,강원,원주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1040253,1927696,127.9544774,37.34742214
2017,2017080806,0,주간,화,1,1,0,0,0,전남,신안군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,자전거,자전거,없음,없음,869308,1651677,126.0704171,34.85136481
2017,2017080808,20,주간,화,1,1,0,0,0,전북,임실군,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,없음,없음,972153,1732161,127.1926294,35.58510886
2017,2017080809,14,주간,화,1,1,0,0,0,경북,안동시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,승합차,승합차,1108580,1841438,128.7134737,36.5645932
2017,2017080811,35,주간,화,1,1,0,0,0,경남,밀양시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,단일로,기타단일로,화물차,화물차,보행자,보행자,1112290,1723911,128.7381731,35.50475944
2017,2017080813,10,주간,화,1,1,0,0,0,경기,평택시,차대차,정면충돌,정면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,승용차,이륜차,이륜차,961013,1896431,127.0614498,37.0656582
2017,2017080813,24,주간,화,1,1,0,0,0,경북,포항시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1169111,1805837,129.381846,36.23496569
2017,2017080815,30,주간,화,1,1,0,0,0,경남,창원시(통합),차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,특수차,특수차,보행자,보행자,1097128,1689380,128.5669143,35.19505048
2017,2017080816,13,주간,화,1,1,0,0,0,전남,장흥군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,없음,없음,953439,1638705,126.9913472,34.74172752
2017,2017080818,55,야간,화,1,2,1,0,0,전북,군산시,차대차,기타,기타,운전자법규위반,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,원동기장치자전거,원동기장치자전거,930342,1772547,126.7276406,35.94714777
2017,2017080818,3,야간,화,1,3,0,2,0,전북,김제시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,승용차,승용차,954251,1746790,126.9942048,35.71633981
2017,2017080910,35,주간,수,1,1,0,0,0,충북,영동군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,특수차,특수차,없음,없음,1033828,1801233,127.8763227,36.20766913
2017,2017080911,50,주간,수,1,1,0,0,0,경북,경산시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,기타,기타,이륜차,이륜차,화물차,화물차,1112512,1760259,128.7457012,35.83238658
2017,2017080912,28,주간,수,1,1,0,0,0,전북,전주시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,자전거,자전거,966924,1755559,127.1339509,35.79590951
2017,2017080913,30,주간,수,1,2,1,0,0,충북,보은군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,화물차,화물차,화물차,953936,1952044,127.5999084,36.50629708
2017,2017080915,10,주간,수,1,1,0,0,0,전북,남원시,차대차,추돌,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,이륜차,이륜차,984741,1711659,127.3319583,35.4005234
2017,2017080915,0,주간,수,2,12,0,10,0,전남,여수시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,승합차,승합차,1023588,1630484,127.7576093,34.66820295
2017,2017080915,50,주간,수,1,1,0,0,0,전북,순창군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,자전거,자전거,967360,1710625,127.1405916,35.39078225
2017,2017080916,55,주간,수,1,1,0,0,0,전남,곡성군,차량단독,전도,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,기타,기타,없음,없음,985716,1690972,127.3430562,35.21400423
2017,2017080919,10,야간,수,1,1,0,0,0,충남,아산시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,승용차,승용차,944427,1868552,126.8769381,36.81352083
2017,2017080920,5,야간,수,1,4,2,1,0,충북,보은군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,이륜차,이륜차,1021077,1827147,127.7351754,36.4416556
2017,2017080923,20,야간,수,1,5,2,2,0,인천,남동구,차대차,정면충돌,정면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,승용차,승용차,929958,1939610,126.7080831,37.45303243
2017,2017081000,5,야간,목,1,1,0,0,0,경기,파주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,941238,1992496,126.8313432,37.93046707
2017,2017081005,0,야간,목,1,2,1,0,0,경남,진주시,차대차,추돌,추돌,운전자법규위반,과속,단일로,기타단일로,화물차,화물차,농기계,농기계,1049360,1684485,128.0419389,35.15439957
2017,2017081010,15,주간,목,1,2,0,1,0,충남,금산군,차대차,측면충돌,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,화물차,화물차,승용차,승용차,1002891,1789285,127.5321176,36.10053675
2017,2017081010,13,주간,목,1,2,0,0,1,경기,군포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,949086,1926464,126.9252439,37.33579392
2017,2017081013,20,주간,목,1,1,0,0,0,인천,남동구,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,기타,기타,930690,1939151,126.715898,37.44923397
2017,2017081014,14,주간,목,1,4,0,3,0,제주,제주시,차대차,기타,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,화물차,화물차,912070,1502271,126.5532715,33.50871051
2017,2017081016,10,주간,목,1,1,0,0,0,경남,사천시,차대사람,차도통행중,차도통행중,운전자법규위반,중앙선 침범,단일로,기타단일로,승합차,승합차,보행자,보행자,1052687,1659837,128.0769009,34.93198169
2017,2017081018,45,야간,목,1,1,0,0,0,강원,강릉시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,화물차,화물차,화물차,1121029,1978984,128.8722132,37.80252614
2017,2017081021,55,야간,목,1,1,0,0,0,서울,동대문구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,보행자,보행자,953936,1952044,126.9783937,37.56660917
2017,2017081100,45,야간,금,1,1,0,0,0,대전,서구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,989191,1817618,127.3795264,36.35591932
2017,2017081102,10,야간,금,1,1,0,0,0,충북,제천시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,보행자,보행자,1063474,1905819,128.2147744,37.14893947
2017,2017081103,20,야간,금,1,1,0,0,0,인천,남동구,차대사람,횡단중,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,930733,1939944,126.7168133,37.45610112
2017,2017081105,50,야간,금,1,1,0,0,0,경북,경주시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,농기계,없음,없음,1162434,1742661,129.2946524,35.66679745
2017,2017081107,30,주간,금,1,1,0,0,0,충남,금산군,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,화물차,화물차,1001472,1789254,127.5163531,36.10026045
2017,2017081109,20,주간,금,1,1,0,0,0,경기,평택시,차대차,측면충돌,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,948468,1887960,126.9209215,36.9886956
2017,2017081115,58,주간,금,1,1,0,0,0,경남,통영시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1083271,1658196,128.4115888,34.91513434
2017,2017081116,57,주간,금,1,1,0,0,0,충남,태안군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,900853,1827791,126.3937328,36.44256688
2017,2017081117,10,주간,금,1,1,0,0,0,강원,원주시,차대차,측면충돌,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,기타,기타,건설기계,건설기계,1051706,1914887,128.0828965,37.23124456
2017,2017081118,25,야간,금,1,1,0,0,0,경북,성주군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1071103,1765547,128.2877541,35.88393709
2017,2017081120,42,야간,금,1,1,0,0,0,강원,철원군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,992915,2027683,127.4190277,38.24947087
